"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"277","NGC 277","Galaxy","14.4",250.368,"Cetus","00h51m","-08°35'","",-7.41666666666667,12.75,"planetarium.addPointer({
    'ra':  12.75 ,
    'dec':  -7.41666666666667 ,
    'label': ' NGC 277 ',
    'colour': ' rgb(255,0,0) '});"
"280","NGC 280","Galaxy","14.6",397.72,"Andromeda","00h52m","+24°21'","",24.35,13,"planetarium.addPointer({
    'ra':  13 ,
    'dec':  24.35 ,
    'label': ' NGC 280 ',
    'colour': ' rgb(255,0,0) '});"
"283","NGC 283","Galaxy","15.4",549.31,"Cetus","00h53m","-13°09'","",-12.85,13.25,"planetarium.addPointer({
    'ra':  13.25 ,
    'dec':  -12.85 ,
    'label': ' NGC 283 ',
    'colour': ' rgb(255,0,0) '});"
"286","NGC 286","Galaxy","15.3",342.3,"Cetus","00h53m","-13°06'","",-12.9,13.25,"planetarium.addPointer({
    'ra':  13.25 ,
    'dec':  -12.9 ,
    'label': ' NGC 286 ',
    'colour': ' rgb(255,0,0) '});"
"289","NGC 289","Galaxy","11.2",59.332,"Sculptor","00h52m","-31°12'","",-30.8,13,"planetarium.addPointer({
    'ra':  13 ,
    'dec':  -30.8 ,
    'label': ' NGC 289 ',
    'colour': ' rgb(255,0,0) '});"
"291","NGC 291","Galaxy","14.6",260.8,"Cetus","00h53m","-08°46'","",-7.23333333333333,13.25,"planetarium.addPointer({
    'ra':  13.25 ,
    'dec':  -7.23333333333333 ,
    'label': ' NGC 291 ',
    'colour': ' rgb(255,0,0) '});"
"292","NGC 292","Galaxy","2.3",0.19886,"Tucana","00h52m","-72°49'","",-71.1833333333333,13,"planetarium.addPointer({
    'ra':  13 ,
    'dec':  -71.1833333333333 ,
    'label': ' NGC 292 ',
    'colour': ' rgb(255,0,0) '});"
"296","NGC 296","Galaxy","12.3",171.476,"Pisces","00h55m","+31°32'","",31.5333333333333,13.75,"planetarium.addPointer({
    'ra':  13.75 ,
    'dec':  31.5333333333333 ,
    'label': ' NGC 296 ',
    'colour': ' rgb(255,0,0) '});"
"298","NGC 298","Galaxy","16.5",94.866,"Cetus","00h55m","-07°19'","",-6.68333333333333,13.75,"planetarium.addPointer({
    'ra':  13.75 ,
    'dec':  -6.68333333333333 ,
    'label': ' NGC 298 ',
    'colour': ' rgb(255,0,0) '});"
"300","NGC 300","Galaxy","8.1",13.3008,"Sculptor","00h54m","-37°41'","C 70",-36.3166666666667,13.5,"planetarium.addPointer({
    'ra':  13.5 ,
    'dec':  -36.3166666666667 ,
    'label': ' NGC 300 ',
    'colour': ' rgb(255,0,0) '});"
"307","NGC 307","Galaxy","12.8",190.384,"Cetus","00h56m","-01°46'","",-0.233333333333333,14,"planetarium.addPointer({
    'ra':  14 ,
    'dec':  -0.233333333333333 ,
    'label': ' NGC 307 ',
    'colour': ' rgb(255,0,0) '});"
"311","NGC 311","Galaxy","13.0",248.412,"Pisces","00h57m","+30°16'","",30.2666666666667,14.25,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  30.2666666666667 ,
    'label': ' NGC 311 ',
    'colour': ' rgb(255,0,0) '});"
"312","NGC 312","Galaxy","12.4",345.56,"Phoenix","00h56m","-52°46'","",-51.2333333333333,14,"planetarium.addPointer({
    'ra':  14 ,
    'dec':  -51.2333333333333 ,
    'label': ' NGC 312 ',
    'colour': ' rgb(255,0,0) '});"
"317","NGC 317","Galaxy","13.9",280.034,"Andromeda","00h57m","+43°47'","",43.7833333333333,14.25,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  43.7833333333333 ,
    'label': ' NGC 317 ',
    'colour': ' rgb(255,0,0) '});"
"323","NGC 323","Galaxy","12.5",394.46,"Phoenix","00h56m","-52°58'","",-51.0333333333333,14,"planetarium.addPointer({
    'ra':  14 ,
    'dec':  -51.0333333333333 ,
    'label': ' NGC 323 ',
    'colour': ' rgb(255,0,0) '});"
"325","NGC 325","Galaxy","14.9",308.233,"Cetus","00h57m","-05°06'","",-4.9,14.25,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  -4.9 ,
    'label': ' NGC 325 ',
    'colour': ' rgb(255,0,0) '});"
"327","NGC 327","Galaxy","13.4",261.778,"Cetus","00h57m","-05°07'","",-4.88333333333333,14.25,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  -4.88333333333333 ,
    'label': ' NGC 327 ',
    'colour': ' rgb(255,0,0) '});"
"329","NGC 329","Galaxy","13.3",284.272,"Cetus","00h58m","-05°04'","",-4.93333333333333,14.5,"planetarium.addPointer({
    'ra':  14.5 ,
    'dec':  -4.93333333333333 ,
    'label': ' NGC 329 ',
    'colour': ' rgb(255,0,0) '});"
"331","NGC 331","Galaxy","15.5",381.42,"Cetus","00h47m","-02°43'","",-1.28333333333333,11.75,"planetarium.addPointer({
    'ra':  11.75 ,
    'dec':  -1.28333333333333 ,
    'label': ' NGC 331 ',
    'colour': ' rgb(255,0,0) '});"
"334","NGC 334","Galaxy","14.6",339.04,"Sculptor","00h58m","-35°06'","",-34.9,14.5,"planetarium.addPointer({
    'ra':  14.5 ,
    'dec':  -34.9 ,
    'label': ' NGC 334 ',
    'colour': ' rgb(255,0,0) '});"
"338","NGC 338","Galaxy","12.7",218.094,"Pisces","01h00m","+30°40'","",30.6666666666667,15,"planetarium.addPointer({
    'ra':  15 ,
    'dec':  30.6666666666667 ,
    'label': ' NGC 338 ',
    'colour': ' rgb(255,0,0) '});"
"340","NGC 340","Galaxy","14.5",285.902,"Cetus","01h00m","-06°51'","",-5.15,15,"planetarium.addPointer({
    'ra':  15 ,
    'dec':  -5.15 ,
    'label': ' NGC 340 ',
    'colour': ' rgb(255,0,0) '});"
"342","NGC 342","Galaxy","15.4",348.82,"Cetus","01h00m","-06°46'","",-5.23333333333333,15,"planetarium.addPointer({
    'ra':  15 ,
    'dec':  -5.23333333333333 ,
    'label': ' NGC 342 ',
    'colour': ' rgb(255,0,0) '});"
"352","NGC 352","Galaxy","12.6",198.371,"Cetus","01h02m","-04°14'","",-3.76666666666667,15.5,"planetarium.addPointer({
    'ra':  15.5 ,
    'dec':  -3.76666666666667 ,
    'label': ' NGC 352 ',
    'colour': ' rgb(255,0,0) '});"
"353","NGC 353","Galaxy","14.6",179.3,"Cetus","01h02m","-01°57'","",-0.05,15.5,"planetarium.addPointer({
    'ra':  15.5 ,
    'dec':  -0.05 ,
    'label': ' NGC 353 ',
    'colour': ' rgb(255,0,0) '});"
"354","NGC 354","Galaxy","14.2",134.312,"Pisces","01h03m","+22°20'","Mrk 353",22.3333333333333,15.75,"planetarium.addPointer({
    'ra':  15.75 ,
    'dec':  22.3333333333333 ,
    'label': ' NGC 354 ',
    'colour': ' rgb(255,0,0) '});"
"357","NGC 357","Galaxy","12.0",104.646,"Cetus","01h03m","-06°20'","",-5.66666666666667,15.75,"planetarium.addPointer({
    'ra':  15.75 ,
    'dec':  -5.66666666666667 ,
    'label': ' NGC 357 ',
    'colour': ' rgb(255,0,0) '});"
"359","NGC 359","Galaxy","14.4",286.228,"Cetus","01h04m","-00°45'","",0.75,16,"planetarium.addPointer({
    'ra':  16 ,
    'dec':  0.75 ,
    'label': ' NGC 359 ',
    'colour': ' rgb(255,0,0) '});"
"360","NGC 360","Galaxy","13.4",98.126,"Tucana","01h02m","-65°36'","",-64.4,15.5,"planetarium.addPointer({
    'ra':  15.5 ,
    'dec':  -64.4 ,
    'label': ' NGC 360 ',
    'colour': ' rgb(255,0,0) '});"
"363","NGC 363","Galaxy","15.6",417.28,"Cetus","01h06m","-16°32'","",-15.4666666666667,16.5,"planetarium.addPointer({
    'ra':  16.5 ,
    'dec':  -15.4666666666667 ,
    'label': ' NGC 363 ',
    'colour': ' rgb(255,0,0) '});"
"364","NGC 364","Galaxy","14.2",332.194,"Cetus","01h04m","-00°48'","",0.8,16,"planetarium.addPointer({
    'ra':  16 ,
    'dec':  0.8 ,
    'label': ' NGC 364 ',
    'colour': ' rgb(255,0,0) '});"
"365","NGC 365","Galaxy","14.2",348.82,"Sculptor","01h04m","-35°07'","",-34.8833333333333,16,"planetarium.addPointer({
    'ra':  16 ,
    'dec':  -34.8833333333333 ,
    'label': ' NGC 365 ',
    'colour': ' rgb(255,0,0) '});"
"373","NGC 373","Galaxy","15.9",204.728,"Pisces","01h06m","+32°18'","",32.3,16.5,"planetarium.addPointer({
    'ra':  16.5 ,
    'dec':  32.3 ,
    'label': ' NGC 373 ',
    'colour': ' rgb(255,0,0) '});"
"375","NGC 375","Galaxy","14.3",290.466,"Pisces","01h07m","+32°20'","",32.3333333333333,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.3333333333333 ,
    'label': ' NGC 375 ',
    'colour': ' rgb(255,0,0) '});"
"378","NGC 378","Galaxy","13.8",387.94,"Sculptor","01h06m","-30°10'","",-29.8333333333333,16.5,"planetarium.addPointer({
    'ra':  16.5 ,
    'dec':  -29.8333333333333 ,
    'label': ' NGC 378 ',
    'colour': ' rgb(255,0,0) '});"
"379","NGC 379","Galaxy","12.8",213.856,"Pisces","01h07m","+32°31'","",32.5166666666667,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.5166666666667 ,
    'label': ' NGC 379 ',
    'colour': ' rgb(255,0,0) '});"
"380","NGC 380","Galaxy","12.5",213.856,"Pisces","01h07m","+32°28'","",32.4666666666667,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.4666666666667 ,
    'label': ' NGC 380 ',
    'colour': ' rgb(255,0,0) '});"
"382","NGC 382","Galaxy","14.5",235.535,"Pisces","01h07m","+32°24'","",32.4,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.4 ,
    'label': ' NGC 382 ',
    'colour': ' rgb(255,0,0) '});"
"383","NGC 383","Galaxy","12.1",206.684,"Pisces","01h07m","+32°24'","",32.4,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.4 ,
    'label': ' NGC 383 ',
    'colour': ' rgb(255,0,0) '});"
"384","NGC 384","Galaxy","13.1",181.582,"Pisces","01h07m","+32°17'","",32.2833333333333,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.2833333333333 ,
    'label': ' NGC 384 ',
    'colour': ' rgb(255,0,0) '});"
"385","NGC 385","Galaxy","12.9",209.618,"Pisces","01h07m","+32°19'","",32.3166666666667,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.3166666666667 ,
    'label': ' NGC 385 ',
    'colour': ' rgb(255,0,0) '});"
"386","NGC 386","Galaxy","14.3",195.6,"Pisces","01h07m","+32°21'","",32.35,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.35 ,
    'label': ' NGC 386 ',
    'colour': ' rgb(255,0,0) '});"
"388","NGC 388","Galaxy","14.4",204.728,"Pisces","01h07m","+32°18'","",32.3,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  32.3 ,
    'label': ' NGC 388 ',
    'colour': ' rgb(255,0,0) '});"
"391","NGC 391","Galaxy","14.3",271.558,"Cetus","01h07m","+00°55'","",0.916666666666667,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  0.916666666666667 ,
    'label': ' NGC 391 ',
    'colour': ' rgb(255,0,0) '});"
"392","NGC 392","Galaxy","12.7",225.592,"Pisces","01h08m","+33°08'","",33.1333333333333,17,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  33.1333333333333 ,
    'label': ' NGC 392 ',
    'colour': ' rgb(255,0,0) '});"
"394","NGC 394","Galaxy","13.8",219.398,"Pisces","01h08m","+33°08'","",33.1333333333333,17,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  33.1333333333333 ,
    'label': ' NGC 394 ',
    'colour': ' rgb(255,0,0) '});"
"397","NGC 397","Galaxy","14.6",204.728,"Pisces","01h08m","+33°06'","",33.1,17,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  33.1 ,
    'label': ' NGC 397 ',
    'colour': ' rgb(255,0,0) '});"
"398","NGC 398","Galaxy","15.3",142.462,"Pisces","01h08m","+32°30'","",32.5,17,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  32.5 ,
    'label': ' NGC 398 ',
    'colour': ' rgb(255,0,0) '});"
"406","NGC 406","Galaxy","12.5",68.786,"Tucana","01h07m","-69°52'","",-68.1333333333333,16.75,"planetarium.addPointer({
    'ra':  16.75 ,
    'dec':  -68.1333333333333 ,
    'label': ' NGC 406 ',
    'colour': ' rgb(255,0,0) '});"
"409","NGC 409","Galaxy","14.1",314.264,"Sculptor","01h09m","-35°48'","",-34.2,17.25,"planetarium.addPointer({
    'ra':  17.25 ,
    'dec':  -34.2 ,
    'label': ' NGC 409 ',
    'colour': ' rgb(255,0,0) '});"
"413","NGC 413","Galaxy","15.1",234.883,"Cetus","01h12m","-02°47'","",-1.21666666666667,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  -1.21666666666667 ,
    'label': ' NGC 413 ',
    'colour': ' rgb(255,0,0) '});"
"415","NGC 415","Galaxy","14.3",274.818,"Sculptor","01h10m","-35°29'","",-34.5166666666667,17.5,"planetarium.addPointer({
    'ra':  17.5 ,
    'dec':  -34.5166666666667 ,
    'label': ' NGC 415 ',
    'colour': ' rgb(255,0,0) '});"
"417","NGC 417","Galaxy","15.3",534.64,"Cetus","01h11m","-18°08'","",-17.8666666666667,17.75,"planetarium.addPointer({
    'ra':  17.75 ,
    'dec':  -17.8666666666667 ,
    'label': ' NGC 417 ',
    'colour': ' rgb(255,0,0) '});"
"418","NGC 418","Galaxy","12.6",190.71,"Sculptor","01h10m","-30°13'","",-29.7833333333333,17.5,"planetarium.addPointer({
    'ra':  17.5 ,
    'dec':  -29.7833333333333 ,
    'label': ' NGC 418 ',
    'colour': ' rgb(255,0,0) '});"
"420","NGC 420","Galaxy","13.4",227.874,"Pisces","01h12m","+32°07'","",32.1166666666667,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  32.1166666666667 ,
    'label': ' NGC 420 ',
    'colour': ' rgb(255,0,0) '});"
"424","NGC 424","Galaxy","14.1",165.282,"Sculptor","01h11m","-38°05'","",-37.9166666666667,17.75,"planetarium.addPointer({
    'ra':  17.75 ,
    'dec':  -37.9166666666667 ,
    'label': ' NGC 424 ',
    'colour': ' rgb(255,0,0) '});"
"426","NGC 426","Galaxy","12.9",274.818,"Cetus","01h12m","-00°17'","",0.283333333333333,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  0.283333333333333 ,
    'label': ' NGC 426 ',
    'colour': ' rgb(255,0,0) '});"
"429","NGC 429","Galaxy","14.4",304.81,"Cetus","01h12m","-00°20'","",0.333333333333333,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  0.333333333333333 ,
    'label': ' NGC 429 ',
    'colour': ' rgb(255,0,0) '});"
"430","NGC 430","Galaxy","12.5",240.425,"Cetus","01h12m","-00°15'","",0.25,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  0.25 ,
    'label': ' NGC 430 ',
    'colour': ' rgb(255,0,0) '});"
"431","NGC 431","Galaxy","14.0",313.449,"Andromeda","01h14m","+33°42'","",33.7,18.5,"planetarium.addPointer({
    'ra':  18.5 ,
    'dec':  33.7 ,
    'label': ' NGC 431 ',
    'colour': ' rgb(255,0,0) '});"
"442","NGC 442","Galaxy","14.3",261.452,"Cetus","01h14m","-01°01'","",-0.983333333333333,18.5,"planetarium.addPointer({
    'ra':  18.5 ,
    'dec':  -0.983333333333333 ,
    'label': ' NGC 442 ',
    'colour': ' rgb(255,0,0) '});"
"444","NGC 444","Galaxy","14.2",163,"Pisces","01h15m","+31°04'","",31.0666666666667,18.75,"planetarium.addPointer({
    'ra':  18.75 ,
    'dec':  31.0666666666667 ,
    'label': ' NGC 444 ',
    'colour': ' rgb(255,0,0) '});"
"448","NGC 448","Galaxy","13.2",96.822,"Cetus","01h15m","-01°37'","",-0.383333333333333,18.75,"planetarium.addPointer({
    'ra':  18.75 ,
    'dec':  -0.383333333333333 ,
    'label': ' NGC 448 ',
    'colour': ' rgb(255,0,0) '});"
"452","NGC 452","Galaxy","12.6",206.521,"Pisces","01h16m","+31°02'","",31.0333333333333,19,"planetarium.addPointer({
    'ra':  19 ,
    'dec':  31.0333333333333 ,
    'label': ' NGC 452 ',
    'colour': ' rgb(255,0,0) '});"
"461","NGC 461","Galaxy","14.1",219.724,"Sculptor","01h17m","-33°50'","",-32.1666666666667,19.25,"planetarium.addPointer({
    'ra':  19.25 ,
    'dec':  -32.1666666666667 ,
    'label': ' NGC 461 ',
    'colour': ' rgb(255,0,0) '});"
"467","NGC 467","Galaxy","12.1",185.82,"Pisces","01h19m","+03°18'","",3.3,19.75,"planetarium.addPointer({
    'ra':  19.75 ,
    'dec':  3.3 ,
    'label': ' NGC 467 ',
    'colour': ' rgb(255,0,0) '});"
"473","NGC 473","Galaxy","12.5",97.148,"Pisces","01h19m","+16°32'","",16.5333333333333,19.75,"planetarium.addPointer({
    'ra':  19.75 ,
    'dec':  16.5333333333333 ,
    'label': ' NGC 473 ',
    'colour': ' rgb(255,0,0) '});"
"475","NGC 475","Galaxy","16.0",655.26,"Pisces","01h20m","+14°51'","",14.85,20,"planetarium.addPointer({
    'ra':  20 ,
    'dec':  14.85 ,
    'label': ' NGC 475 ',
    'colour': ' rgb(255,0,0) '});"
"477","NGC 477","Galaxy","13.9",329.26,"Andromeda","01h21m","+40°29'","",40.4833333333333,20.25,"planetarium.addPointer({
    'ra':  20.25 ,
    'dec':  40.4833333333333 ,
    'label': ' NGC 477 ',
    'colour': ' rgb(255,0,0) '});"
"481","NGC 481","Galaxy","14.7",180.278,"Cetus","01h21m","-09°12'","",-8.8,20.25,"planetarium.addPointer({
    'ra':  20.25 ,
    'dec':  -8.8 ,
    'label': ' NGC 481 ',
    'colour': ' rgb(255,0,0) '});"
"485","NGC 485","Galaxy","13.2",102.69,"Pisces","01h21m","+07°01'","",7.01666666666667,20.25,"planetarium.addPointer({
    'ra':  20.25 ,
    'dec':  7.01666666666667 ,
    'label': ' NGC 485 ',
    'colour': ' rgb(255,0,0) '});"
"488","NGC 488","Galaxy","10.3",91.606,"Pisces","01h21m","+05°15'","",5.25,20.25,"planetarium.addPointer({
    'ra':  20.25 ,
    'dec':  5.25 ,
    'label': ' NGC 488 ',
    'colour': ' rgb(255,0,0) '});"
"489","NGC 489","Galaxy","13.4",141.81,"Pisces","01h21m","+09°12'","",9.2,20.25,"planetarium.addPointer({
    'ra':  20.25 ,
    'dec':  9.2 ,
    'label': ' NGC 489 ',
    'colour': ' rgb(255,0,0) '});"
"493","NGC 493","Galaxy","12.5",73.35,"Cetus","01h22m","+00°56'","",0.933333333333333,20.5,"planetarium.addPointer({
    'ra':  20.5 ,
    'dec':  0.933333333333333 ,
    'label': ' NGC 493 ',
    'colour': ' rgb(255,0,0) '});"
"494","NGC 494","Galaxy","12.8",204.239,"Pisces","01h22m","+33°10'","",33.1666666666667,20.5,"planetarium.addPointer({
    'ra':  20.5 ,
    'dec':  33.1666666666667 ,
    'label': ' NGC 494 ',
    'colour': ' rgb(255,0,0) '});"
"495","NGC 495","Galaxy","13.2",229.341,"Pisces","01h22m","+33°28'","",33.4666666666667,20.5,"planetarium.addPointer({
    'ra':  20.5 ,
    'dec':  33.4666666666667 ,
    'label': ' NGC 495 ',
    'colour': ' rgb(255,0,0) '});"
"496","NGC 496","Galaxy","13.7",206.358,"Pisces","01h23m","+33°31'","",33.5166666666667,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.5166666666667 ,
    'label': ' NGC 496 ',
    'colour': ' rgb(255,0,0) '});"
"497","NGC 497","Galaxy","13.0",348.82,"Cetus","01h22m","-00°52'","Arp 8",0.866666666666667,20.5,"planetarium.addPointer({
    'ra':  20.5 ,
    'dec':  0.866666666666667 ,
    'label': ' NGC 497 ',
    'colour': ' rgb(255,0,0) '});"
"499","NGC 499","Galaxy","12.3",198.208,"Pisces","01h23m","+33°27'","",33.45,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.45 ,
    'label': ' NGC 499 ',
    'colour': ' rgb(255,0,0) '});"
"501","NGC 501","Galaxy","14.4",262.43,"Pisces","01h23m","+33°25'","",33.4166666666667,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.4166666666667 ,
    'label': ' NGC 501 ',
    'colour': ' rgb(255,0,0) '});"
"502","NGC 502","Galaxy","12.8",111.655,"Pisces","01h22m","+09°02'","",9.03333333333333,20.5,"planetarium.addPointer({
    'ra':  20.5 ,
    'dec':  9.03333333333333 ,
    'label': ' NGC 502 ',
    'colour': ' rgb(255,0,0) '});"
"504","NGC 504","Galaxy","13.9",211.574,"Pisces","01h23m","+33°12'","",33.2,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.2 ,
    'label': ' NGC 504 ',
    'colour': ' rgb(255,0,0) '});"
"508","NGC 508","Galaxy","12.8",257.54,"Pisces","01h23m","+33°16'","",33.2666666666667,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.2666666666667 ,
    'label': ' NGC 508 ',
    'colour': ' rgb(255,0,0) '});"
"512","NGC 512","Galaxy","13.9",246.782,"Andromeda","01h23m","+33°54'","",33.9,20.75,"planetarium.addPointer({
    'ra':  20.75 ,
    'dec':  33.9 ,
    'label': ' NGC 512 ',
    'colour': ' rgb(255,0,0) '});"
"513","NGC 513","Galaxy","13.4",281.175,"Andromeda","01h24m","+33°47'","",33.7833333333333,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  33.7833333333333 ,
    'label': ' NGC 513 ',
    'colour': ' rgb(255,0,0) '});"
"514","NGC 514","Galaxy","11.7",82.315,"Pisces","01h24m","+12°55'","",12.9166666666667,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  12.9166666666667 ,
    'label': ' NGC 514 ',
    'colour': ' rgb(255,0,0) '});"
"515","NGC 515","Galaxy","14.3",256.236,"Pisces","01h24m","+33°28'","",33.4666666666667,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  33.4666666666667 ,
    'label': ' NGC 515 ',
    'colour': ' rgb(255,0,0) '});"
"517","NGC 517","Galaxy","13.6",193.318,"Pisces","01h24m","+33°25'","",33.4166666666667,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  33.4166666666667 ,
    'label': ' NGC 517 ',
    'colour': ' rgb(255,0,0) '});"
"519","NGC 519","Galaxy","15.3",253.954,"Cetus","01h24m","-01°38'","",-0.366666666666667,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  -0.366666666666667 ,
    'label': ' NGC 519 ',
    'colour': ' rgb(255,0,0) '});"
"522","NGC 522","Galaxy","12.9",119.968,"Pisces","01h24m","+09°59'","",9.98333333333333,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  9.98333333333333 ,
    'label': ' NGC 522 ',
    'colour': ' rgb(255,0,0) '});"
"528","NGC 528","Galaxy","13.7",236.024,"Andromeda","01h25m","+33°40'","",33.6666666666667,21.25,"planetarium.addPointer({
    'ra':  21.25 ,
    'dec':  33.6666666666667 ,
    'label': ' NGC 528 ',
    'colour': ' rgb(255,0,0) '});"
"529","NGC 529","Galaxy","12.1",221.354,"Andromeda","01h25m","+34°42'","",34.7,21.25,"planetarium.addPointer({
    'ra':  21.25 ,
    'dec':  34.7 ,
    'label': ' NGC 529 ',
    'colour': ' rgb(255,0,0) '});"
"532","NGC 532","Galaxy","12.2",103.668,"Pisces","01h25m","+09°15'","",9.25,21.25,"planetarium.addPointer({
    'ra':  21.25 ,
    'dec':  9.25 ,
    'label': ' NGC 532 ',
    'colour': ' rgb(255,0,0) '});"
"534","NGC 534","Galaxy","14.4",264.386,"Sculptor","01h24m","-38°07'","",-37.8833333333333,21,"planetarium.addPointer({
    'ra':  21 ,
    'dec':  -37.8833333333333 ,
    'label': ' NGC 534 ',
    'colour': ' rgb(255,0,0) '});"
"535","NGC 535","Galaxy","14.8",225.755,"Cetus","01h25m","-01°24'","",-0.6,21.25,"planetarium.addPointer({
    'ra':  21.25 ,
    'dec':  -0.6 ,
    'label': ' NGC 535 ',
    'colour': ' rgb(255,0,0) '});"
"538","NGC 538","Galaxy","14.6",201.468,"Cetus","01h25m","-01°33'","",-0.45,21.25,"planetarium.addPointer({
    'ra':  21.25 ,
    'dec':  -0.45 ,
    'label': ' NGC 538 ',
    'colour': ' rgb(255,0,0) '});"
